ID_Cliente,Data_Solicitude,Idade,Lonxitude_Nome,Num_Fillos,Profesion,Anos_Emprego,Ingresos_Anuais,Tipo_Dispositivo,Tempo_Web_Minutos,Subscricion_Email,Dia_Solicitude,Distancia_Oficina_Km,Codigo_Postal,Patrimonio_Total,Debeda_Total,Historial_Impagos,Numero_Tarxetas,Utilizacion_Credito,Consultas_Risco_6M,Limite_Credito_Total,Cota_Mensual_Prestamos,Ratio_Cota_Ingresos,Prestamos_Activos,Antiguedade_Cliente_Anos,Saldo_Medio_3M,Variacion_Saldo_6M,Fondo_Emerxencia_Meses,Indice_Estres_Financeiro,Target_Risco
103218,2021-01-01,68,23,0,Asalariado,35.3,38407.22,iOS,35.4,1,Domingo,10.9,15002,139602.19,9450.19,0,2,0.62866478592968,0,11313.89,203.05,0.06343954497240435,0,35.3,4348.74,-0.097,21.41,0.168,0
107700,2021-01-01,35,24,0,Autónomo,9.2,44084.08,iOS,13.6,0,Domingo,8.7,15001,164366.66,7985.39,0,4,0.011963592422537472,1,27607.48,169.03,0.04601012406011286,1,7.8,2292.61,0.014,13.56,0.109,0
112187,2021-01-01,29,28,0,Asalariado,5.3,16420.61,Windows,32.0,0,Mércores,22.5,15005,75244.66,9779.99,0,2,0.48549087347976805,1,5311.05,236.65,0.17293066879556876,3,11.5,1397.11,0.199,5.9,0.297,1
106875,2021-01-01,51,24,0,Asalariado,15.8,63223.03,MacOS,19.5,1,Martes,21.1,15005,151493.79,18878.22,1,0,0.0,2,23066.93,432.74,0.08213459344492909,1,14.6,942.48,0.213,2.18,0.091,2
117746,2021-01-01,43,21,2,Asalariado,13.8,9852.65,Android,5.2,0,Xoves,16.2,27002,65001.17,317.33,0,3,0.6940833213992956,3,7047.42,9.01,0.010972583763377024,0,19.8,207.77,0.01,22.85,0.071,0
111493,2021-01-01,35,26,0,Funcionario,10.0,23628.43,MacOS,2.0,0,Mércores,2.7,15007,143787.5,3974.04,0,5,0.6758197838981559,1,15346.26,101.92,0.0517591833573641,1,13.6,1475.58,0.059,14.47,0.152,0
120894,2021-01-01,37,15,1,Funcionario,3.8,17417.99,Windows,,0,Domingo,15.3,15002,111561.1,7234.43,0,5,0.23972347955423864,1,11215.67,170.1,0.11718245432140438,1,0.0,1382.79,0.147,8.13,0.0,0
105679,2021-01-01,52,31,0,Autónomo,21.5,128331.25,Windows,24.5,0,Mércores,1.0,15007,183295.23,49125.36,1,0,0.0,4,49533.69,1346.08,0.1258682833036902,0,20.6,13703.76,0.124,10.18,0.286,2
108792,2021-01-01,54,31,1,Funcionario,5.5,94357.21,Windows,40.6,0,Xoves,10.5,15008,165512.51,7983.77,0,4,0.45009515336798855,0,52894.53,211.33,0.026875880752718812,1,7.2,2655.45,0.176,12.56,0.284,0
108107,2021-01-01,54,13,2,Asalariado,12.4,34028.43,MacOS,34.2,0,Mércores,2.5,15008,128534.99,5611.99,0,4,0.35133217156637686,0,10468.77,103.64,0.03654718871282887,0,9.1,3844.13,-0.035,24.0,0.125,0
100042,2021-01-01,34,20,0,Asalariado,4.1,49197.94,Windows,33.5,0,Martes,48.9,15004,243397.87,9749.81,0,3,0.737472202437671,0,24121.58,206.39,0.05034010895356688,0,6.5,5592.09,-0.007,24.0,0.102,0
117881,2021-01-01,28,20,3,Autónomo,3.3,20970.54,Windows,21.6,0,Venres,43.2,15009,36753.12,2674.2,0,3,0.7511762714341073,2,13517.96,56.89,0.032552688071548395,0,0.0,2031.62,-0.005,24.0,0.265,0
110865,2021-01-01,28,19,1,Asalariado,2.7,34619.07,Windows,11.7,0,Venres,12.6,27003,143747.9,536.5,0,0,0.9444168260397705,0,15034.47,14.71,0.005098776518938293,0,0.8,4304.93,-0.127,24.0,0.187,0
101679,2021-01-01,38,33,0,Desempregado,0.0,3567.82,iOS,40.2,0,Martes,72.1,27001,54812.78,209.21,0,2,0.516283606739635,0,4245.38,5.91,0.01987211459249836,1,6.0,217.15,-0.03,24.0,0.171,1
121606,2021-01-02,29,18,2,Asalariado,5.4,24392.08,iOS,24.4,0,Mércores,21.0,15001,33458.22,7134.69,0,0,0.0,2,7246.28,177.79,0.08746250985935355,0,10.5,1665.79,-0.075,9.37,0.087,2
120318,2021-01-02,26,10,2,Autónomo,2.8,98775.32,Android,27.4,0,Xoves,7.6,15004,60951.9,48438.46,0,1,0.0,3,42735.02,913.34,0.11095857792636939,0,0.0,8322.49,-0.237,9.11,0.094,2
109114,2021-01-02,53,28,1,Asalariado,9.6,18256.19,iOS,,1,Mércores,10.4,15002,125503.39,6313.04,0,2,0.31609620179654235,1,9770.98,181.65,0.11939405790266741,2,15.0,200.01,-0.208,1.1,0.037,1
108531,2021-01-02,50,16,1,Funcionario,18.6,50186.0,Android,28.8,0,Mércores,37.8,15004,186815.2,6911.35,0,1,0.3078314825246375,1,24286.31,172.11,0.04115248968856477,0,15.9,4387.64,-0.048,24.0,0.125,0
105616,2021-01-02,40,22,1,Autónomo,13.5,29810.22,Windows,27.1,0,Domingo,27.3,15001,44818.45,13412.08,0,4,0.38689342314172087,0,18131.79,228.23,0.09187010796606108,0,18.9,2367.45,-0.015,10.37,0.176,0
117200,2021-01-02,36,20,1,Asalariado,7.9,7321.18,Windows,36.4,0,Domingo,22.0,27004,57622.48,496.41,0,5,0.26469101151384855,1,9107.88,10.73,0.017584926893356896,0,8.6,630.82,0.031,24.0,0.118,0
116708,2021-01-02,46,21,1,Asalariado,3.8,17107.45,MacOS,15.6,0,Domingo,9.0,15006,125545.51,2267.28,0,1,0.0,4,9904.07,60.53,0.042456213157825516,0,3.9,503.93,-0.078,8.31,0.109,0
116175,2021-01-02,46,25,3,Desempregado,0.0,3926.73,Windows,20.1,1,Domingo,13.6,15006,48098.51,2620.88,1,4,0.588838089172552,4,7784.67,70.11,0.21420005957639654,2,1.4,256.29,-0.027,3.65,0.323,2
103412,2021-01-02,43,25,1,Autónomo,16.4,36161.45,Android,8.0,1,Domingo,16.0,15004,172961.52,25978.36,1,0,0.0,6,16167.57,544.04,0.18053201594471613,2,19.6,2149.12,0.164,3.95,0.174,3
116196,2021-01-02,43,31,2,Funcionario,3.1,28135.99,MacOS,1.7,0,Sábado,2.6,15006,88837.57,3076.69,0,3,0.4033770525341485,1,13212.52,54.16,0.02309841955376179,0,9.5,1971.73,0.238,24.0,0.034,0
116634,2021-01-02,41,31,1,Estudante,0.0,4029.51,iOS,39.7,0,Venres,1.8,27004,49998.96,39.15,0,4,0.5805247319925333,1,6859.17,0.87,0.0025902429221115937,0,6.5,302.31,0.081,24.0,0.14,0
101811,2021-01-02,18,27,0,Asalariado,0.0,43236.68,Windows,41.6,0,Sábado,1.0,15006,92727.59,5360.73,0,1,0.1077492737909948,1,13916.56,115.6,0.032083127494352146,0,11.2,638.87,0.082,5.52,0.114,1
106903,2021-01-02,47,11,1,Asalariado,18.0,46903.56,Android,23.5,1,Sábado,1.6,15006,92612.07,17381.13,0,2,0.0,1,15900.34,503.51,0.12881732607661175,0,24.0,3081.73,0.178,6.12,0.247,0
116693,2021-01-02,48,23,0,Funcionario,11.4,20460.39,iOS,4.4,1,Domingo,6.8,27001,100656.4,1371.62,0,2,0.5616605665199694,1,12657.02,33.43,0.0196057061617026,0,21.2,1000.15,0.005,24.0,0.15,0
119121,2021-01-02,38,31,3,Asalariado,10.7,63451.73,Windows,40.7,0,Mércores,33.2,15003,,32312.08,0,4,0.33522626137673034,0,28963.93,697.46,0.13190165340403792,5,15.5,3261.2,0.146,4.68,0.348,1
112460,2021-01-02,37,29,0,Funcionario,4.8,63520.52,Android,15.7,0,Venres,0.9,15007,,56717.52,0,3,0.602730161761704,0,26568.73,1399.52,0.2643866204712985,4,1.4,2131.48,-0.159,1.52,0.424,1
116693,2021-01-02,48,23,0,Funcionario,11.4,20460.39,iOS,4.4,1,Domingo,6.8,27001,100656.4,1371.62,0,2,0.5616605665199694,1,12657.02,33.43,0.0196057061617026,0,21.2,1000.15,0.005,24.0,0.15,0
119867,2021-01-02,20,27,1,Autónomo,0.0,16078.03,Android,17.0,0,Xoves,18.7,15001,60780.72,1779.0,0,1,0.30893378090727464,2,6053.08,34.84,0.026001568502577583,0,6.4,1053.7,0.136,24.0,0.089,0
105518,2021-01-02,51,20,0,Autónomo,14.9,39303.78,Windows,31.5,1,Venres,5.5,27003,57357.94,10235.68,0,4,0.229871447172805,3,11663.14,297.33,0.09077674522030145,1,18.1,1685.17,0.087,5.67,0.101,0
122764,2021-01-02,32,17,2,Autónomo,2.5,73861.96,Windows,35.6,0,Domingo,15.5,27004,384337.91,13556.24,0,1,0.6448723636144245,2,37498.68,258.54,0.042003190773833056,0,6.6,1400.89,0.056,5.42,0.186,0
110812,2021-01-02,40,31,1,Asalariado,6.9,25275.38,Windows,19.8,0,Martes,24.1,15004,66592.35,2888.21,0,2,0.18730817534545824,2,9259.45,61.57,0.02923045151243968,0,0.0,1078.38,0.04,17.49,0.135,0
118378,2021-01-02,23,15,3,Asalariado,0.4,28892.94,iOS,,0,Domingo,26.2,15003,90807.36,7949.84,0,3,0.006624570135076502,2,13671.79,160.95,0.06684446634830694,1,0.0,1440.52,-0.109,8.95,0.026,1
111298,2021-01-02,25,32,2,Autónomo,1.0,25905.35,Windows,44.5,0,Mércores,1.9,15005,137260.89,5179.46,0,4,0.24549842943771397,0,13072.27,97.64,0.04522752143779421,0,2.4,2581.53,-0.189,24.0,0.194,0
123974,2021-01-02,35,19,0,Estudante,0.0,3185.36,Windows,26.9,1,Domingo,4.4,27001,47611.6,1509.97,1,1,0.3716729238461911,4,2926.47,36.89,0.13892968779422288,1,5.5,256.96,-0.078,6.95,0.187,3
108288,2021-01-02,34,25,2,Asalariado,5.7,74003.74,Android,14.8,1,Luns,1.5,15008,,24670.48,0,0,0.0,1,12134.3,435.08,0.07054899456440222,0,0.0,3404.55,-0.008,7.82,0.196,0
109176,2021-01-02,41,30,2,Desempregado,0.0,3503.82,iOS,14.5,1,Domingo,8.4,15005,50093.88,1905.11,0,3,0.35549922397109135,0,5584.78,47.06,0.1611266769762784,0,2.5,232.68,-0.158,4.94,0.191,1
117064,2021-01-02,28,15,3,Asalariado,3.7,19056.56,Android,34.8,0,Domingo,3.6,27003,91419.69,4421.71,0,1,0.7154270067375244,1,7129.98,100.66,0.0633827205581407,0,8.7,1858.57,0.237,18.45,0.426,0
124674,2021-01-02,21,29,1,Asalariado,0.0,31660.88,Android,10.2,1,Xoves,1.5,27004,71498.44,7468.29,0,1,0.3530956343542516,0,16308.37,210.72,0.07986386152685816,0,3.6,916.76,0.302,4.35,0.0,0
107018,2021-01-02,32,20,0,Autónomo,6.1,23578.97,Windows,34.8,0,Martes,22.4,27003,148067.05,10982.2,0,1,0.6179226486136272,1,5592.81,225.65,0.11483475169815738,0,9.4,1966.24,0.119,8.71,0.44,0
114492,2021-01-02,45,25,2,Asalariado,16.8,11543.99,iOS,25.9,0,Luns,3.1,27001,55173.21,4583.88,0,3,0.5603252330572215,0,8679.46,117.13,0.1217463159344443,1,14.5,188.44,-0.029,1.61,0.26,0
110195,2021-01-02,48,34,2,Asalariado,18.9,22086.95,MacOS,17.2,0,Venres,3.7,27002,72140.61,11034.5,0,0,0.0,0,7504.66,278.21,0.1511466659422898,0,22.4,772.9,0.205,2.78,0.214,0
100411,2021-01-02,18,26,1,Desempregado,0.0,5107.74,Windows,,1,Venres,7.3,27001,32723.38,5067.17,0,2,0.727017467933525,0,4093.73,121.87,0.2862623660628648,0,7.4,230.42,0.202,1.89,0.449,0
107703,2021-01-02,38,14,1,Desempregado,0.0,3889.04,iOS,39.4,1,Venres,1.7,15004,46687.4,1145.43,1,3,0.5969497692510277,5,6409.89,30.67,0.0946108523305673,1,9.5,120.51,0.061,3.92,0.162,3
119121,2021-01-02,38,31,3,Asalariado,10.7,63451.73,Windows,40.7,0,Mércores,33.2,15003,,32312.08,0,4,0.33522626137673034,0,28963.93,697.46,0.13190165340403792,5,15.5,3261.2,0.146,4.68,0.348,1
115867,2021-01-02,56,20,1,Funcionario,15.0,84458.25,MacOS,38.5,0,Venres,28.4,27002,82396.51,4080.06,0,1,0.0,1,33559.15,81.44,0.011571023896139261,0,20.7,3666.75,0.071,24.0,0.0,0
111620,2021-01-02,42,26,1,Funcionario,12.0,51197.29,Android,15.8,0,Sábado,25.6,15001,165852.03,12216.76,0,1,0.2871977063379953,1,9682.46,277.81,0.06511389345230086,0,19.0,1088.88,-0.148,3.92,0.184,0
110612,2021-01-02,58,27,1,Desempregado,0.0,8647.78,Android,32.1,0,Mércores,1.0,15007,100865.84,4650.69,0,5,0.5179117892536436,1,11203.87,111.27,0.15438478028114946,1,10.9,675.42,-0.088,6.07,0.176,0
108284,2021-01-03,50,23,4,Asalariado,10.8,18479.18,iOS,2.5,1,Mércores,0.7,27002,141795.26,855.56,0,4,0.6159087740947244,4,10258.7,15.54,0.010090810803790871,1,13.3,451.78,0.145,24.0,0.185,0
118408,2021-01-03,41,32,2,Desempregado,0.0,7621.97,MacOS,22.7,1,Venres,3.5,27002,58613.05,3587.33,0,2,0.4243558795611375,2,5165.8,87.78,0.13818236199276662,2,0.0,855.47,-0.112,9.74,0.2,1
101248,2021-01-03,39,23,1,Asalariado,2.9,83272.85,Android,,0,Sábado,2.4,27001,92975.54,25596.44,0,2,0.7349671151306021,1,35682.5,521.15,0.07509920581310939,1,6.1,5630.21,0.05,10.8,0.334,0
117558,2021-01-03,64,16,1,Autónomo,24.0,27253.11,iOS,44.5,0,Sábado,8.7,15003,75974.75,3490.15,0,2,0.6646806754156843,1,8423.24,72.88,0.032089105092773164,0,23.3,3345.05,0.006,24.0,0.179,0
112036,2021-01-03,39,30,0,Asalariado,2.1,13049.45,Android,40.6,0,Domingo,0.2,15008,44740.34,1236.52,0,3,0.8354070926632552,1,7344.64,34.11,0.03136443570911348,0,7.6,1116.11,-0.026,24.0,0.065,1
102883,2021-01-03,55,18,0,Asalariado,8.1,70691.15,iOS,26.6,0,Mércores,12.3,15004,106614.64,31853.21,1,3,0.6186484470122406,6,31715.39,777.34,0.13195354788332228,1,9.4,1621.49,0.029,2.09,0.233,3
121291,2021-01-03,39,11,0,Estudante,0.0,2995.27,Android,18.8,1,Xoves,22.6,15006,50145.96,951.61,1,5,0.38850309900559427,1,8040.99,17.27,0.06916599638884346,0,3.6,162.64,-0.068,9.37,0.171,1
106047,2021-01-03,35,22,2,Asalariado,7.8,25031.53,Linux,28.0,0,Domingo,15.3,15002,54775.52,4751.48,0,3,0.460334488903774,2,8525.13,117.87,0.05650407689514404,0,3.8,451.03,-0.098,3.82,0.184,0
103434,2021-01-03,26,29,2,Autónomo,1.3,27798.83,iOS,6.9,0,Sábado,10.5,27004,106123.04,11620.22,1,2,0.0,4,16056.23,244.77,0.10565676121041029,0,5.3,3182.68,0.085,13.0,0.015,2
109916,2021-01-03,22,15,1,Autónomo,0.0,24923.41,Android,19.1,1,Mércores,28.8,27004,146597.51,6623.44,1,0,0.0,1,11275.5,175.57,0.08452918243601354,0,3.4,862.78,0.006,4.91,0.0,1
121733,2021-01-03,44,12,3,Estudante,0.0,3290.52,Windows,21.3,0,Mércores,3.9,15004,45414.48,977.06,0,3,0.42482933120779576,0,5795.13,23.06,0.08407058137273964,1,10.7,56.71,-0.076,2.45,0.249,0
121011,2021-01-03,48,13,1,Asalariado,6.6,17477.95,Windows,22.1,0,Domingo,20.4,27001,72508.85,5663.39,0,7,0.36591657576804937,4,18938.91,163.33,0.11213259377708615,0,7.0,1022.13,-0.043,6.25,0.121,1
112459,2021-01-03,31,32,3,Asalariado,2.9,52706.01,iOS,3.6,0,Luns,0.7,15001,,4321.26,0,6,0.0,0,22831.76,100.08,0.02278558392896884,0,7.5,1337.15,-0.048,13.35,0.0,0
118731,2021-01-03,54,17,1,Desempregado,0.0,9558.17,Android,23.9,0,Domingo,13.6,27004,87787.98,403.31,0,1,0.20436301301571885,2,4641.81,11.75,0.01475023459149696,1,4.5,153.25,-0.05,12.95,0.12,0
116993,2021-01-03,43,22,1,Autónomo,4.5,53700.85,iOS,36.6,0,Sábado,9.1,15008,298575.86,15830.3,0,1,0.2315706450322172,0,16819.92,435.51,0.09731731774603668,1,7.2,4735.04,0.187,10.87,0.093,0
109431,2021-01-03,30,29,3,Estudante,0.0,1753.09,Android,20.0,0,Martes,11.8,15002,37462.69,1018.38,0,2,0.0802253296451329,1,3662.34,21.77,0.14893192481571643,0,1.6,141.64,-0.014,6.48,0.209,0
108061,2021-01-03,30,32,1,Funcionario,1.0,26416.3,MacOS,7.4,0,Domingo,37.7,27002,160547.37,343.06,0,2,0.6406602597187538,0,16164.38,9.2,0.004179079618280445,0,8.7,929.62,0.036,24.0,0.0,0
105025,2021-01-03,18,18,0,Desempregado,0.0,6972.96,iOS,36.5,0,Martes,44.8,15009,38589.49,125.09,1,3,0.07478320617429202,1,5445.28,3.43,0.005901955273617859,0,0.0,163.21,0.036,24.0,0.056,1
107381,2021-01-03,32,21,0,Asalariado,1.9,35725.53,Android,20.2,0,Sábado,23.2,27002,160965.46,4936.66,0,2,0.18788298901142764,1,13623.3,117.87,0.039590746708398496,0,4.1,565.4,0.016,4.79,0.058,0
105510,2021-01-03,46,22,2,Asalariado,11.0,22685.02,Android,10.0,0,Venres,9.6,27004,67743.7,7281.17,0,1,0.4100826666621459,1,9139.98,203.52,0.10765396486470523,1,14.3,1463.95,-0.192,7.19,0.142,0
113092,2021-01-03,54,12,4,Funcionario,25.5,48665.17,Windows,37.8,0,Domingo,12.6,15008,95120.09,10695.2,0,1,0.16987216906922256,1,23022.25,279.04,0.06880508575053267,2,35.5,2458.54,0.296,8.81,0.144,0
101166,2021-01-03,71,16,1,Asalariado,17.2,38547.61,Windows,43.2,0,Luns,10.8,15006,,8244.53,0,4,0.7847615408173567,2,19976.47,150.89,0.0469713434544073,1,13.4,3441.69,0.022,22.8,0.05,0
100553,2021-01-03,66,32,1,Asalariado,24.1,3501123.6685855184,MacOS,11.6,0,Martes,23.8,15009,294906.01,2905376.5251874337,0,2,0.8061135104471,0,29891.35,204.68,0.042017962535283546,1,27.8,5774.38,-0.11,24.0,0.224,0
122242,2021-01-03,34,27,3,Asalariado,6.5,45652.32,MacOS,3.4,0,Martes,0.3,27002,48702.16,2810.2,0,3,0.3740264487996929,1,17706.5,77.02,0.020244748903256105,1,7.2,4619.55,-0.079,24.0,0.112,0
119458,2021-01-03,57,25,0,Autónomo,8.9,21783.54,Windows,32.6,0,Luns,11.9,15006,126201.35,11488.15,0,5,0.19590277929802094,0,13473.81,310.78,0.17119296528639116,0,19.2,638.37,0.076,2.05,0.282,0
103563,2021-01-03,39,20,2,Estudante,0.0,1159.92,Android,30.0,0,Xoves,25.9,27001,39359.53,108.4,0,4,0.23626241557563185,1,6355.37,2.73,0.028218998725149016,0,0.0,125.36,0.007,24.0,0.053,0
101867,2021-01-03,50,14,2,Autónomo,6.1,124240.16,Android,,1,Domingo,7.6,15004,78190.87,21428.56,0,3,0.5145800677556244,0,32513.66,447.67,0.04323881071297145,1,10.4,3063.31,0.089,6.84,0.269,0
103648,2021-01-03,58,20,3,Asalariado,10.1,40477.39,iOS,42.6,0,Domingo,24.1,15002,103825.96,10491.24,0,2,0.39421576557450294,1,10836.5,287.96,0.08536703164330399,1,16.8,4257.77,0.112,14.78,0.109,0
113657,2021-01-03,19,18,2,Estudante,0.0,700.14,iOS,37.0,0,Sábado,26.5,27002,20304.92,194.49,0,7,0.16062420644676542,0,10791.06,3.35,0.05733519696494281,0,2.3,63.31,0.022,18.44,0.354,0
118526,2021-01-03,50,22,1,Asalariado,19.6,30102.7,Android,31.6,1,Luns,23.6,27001,173947.49,9500.75,0,5,0.43263378422859067,0,13299.32,209.76,0.08361497091719622,0,24.7,2697.33,0.117,12.85,0.0,0
117077,2021-01-04,55,19,1,Desempregado,0.0,3534.97,Android,33.8,0,Martes,32.5,15003,60100.75,766.09,0,6,0.595882915142875,0,10516.86,17.74,0.06020413069115406,0,4.1,386.19,-0.066,21.67,0.079,0
100400,2021-01-04,39,10,1,Asalariado,4.2,63498.06,Windows,32.3,0,Venres,32.8,27001,281506.13,16562.74,0,2,0.2977864423958839,0,23509.13,397.57,0.07513245077958634,0,8.7,5473.19,-0.082,13.76,0.112,0
123031,2021-01-04,56,12,2,Asalariado,15.9,26409.6,Android,4.3,0,Venres,3.2,27003,187878.82,3274.92,0,1,0.3819478230357871,2,11407.06,57.95,0.02633033706163435,0,23.0,693.06,-0.132,11.94,0.0,0
103307,2021-01-04,50,12,0,Funcionario,4.7,31451.9,iOS,15.9,0,Luns,1.4,15008,61069.89,4121.07,0,1,0.26411243460347833,1,5615.62,111.56,0.04256268897303587,0,7.6,3016.57,-0.161,24.0,0.074,0
100028,2021-01-04,46,23,4,Funcionario,16.5,49149.55,Windows,27.9,1,Mércores,12.5,15002,,4737.41,0,3,0.3547628457782277,0,12515.93,123.72,0.03020596921092439,0,19.7,4850.61,0.184,24.0,0.164,0
104658,2021-01-04,34,17,0,Asalariado,1.3,33760.02,Windows,,1,Venres,35.8,15009,97477.19,5847.5,0,3,0.5640837450400799,0,17581.26,129.35,0.04597609906335768,0,8.7,1801.89,-0.117,13.92,0.073,0
121952,2021-01-04,38,17,1,Asalariado,11.6,67444.65,Windows,1.7,1,Mércores,0.4,15008,186174.1,5943.79,0,3,0.2704416750637112,2,16457.4,147.26,0.026200651932333664,0,16.3,3381.67,0.064,22.95,0.287,0
122090,2021-01-04,45,34,1,Desempregado,0.0,7724.81,Windows,5.6,0,Luns,0.8,15004,69904.66,6507.99,1,4,0.7963402992373165,4,8104.83,145.8,0.22646169139546535,4,2.8,753.14,-0.077,5.16,0.267,3
117049,2021-01-04,48,21,2,Autónomo,9.6,50707.22,Android,11.3,1,Martes,19.8,15001,297118.16,8529.02,0,2,0.648005104940641,2,14766.26,213.39,0.050498321573898663,1,12.9,4971.33,-0.083,23.29,0.272,0
119577,2021-01-04,58,28,3,Autónomo,5.6,13189.76,Windows,35.4,1,Luns,2.0,15009,111664.33,877.32,0,4,0.10548221789103546,1,12243.59,18.25,0.01660253086251285,0,3.8,843.29,-0.163,24.0,0.117,0
119594,2021-01-04,46,12,0,Asalariado,5.7,36940.34,Android,2.1,0,Sábado,21.7,15008,129718.38,15054.45,0,2,0.11398574767787178,0,17506.32,366.93,0.11919329401694688,0,10.6,1155.77,0.041,3.15,0.003,1
121463,2021-01-04,47,34,2,Autónomo,8.7,72583.89,Android,14.4,0,Luns,8.4,27004,,3454.3,0,2,0.06589691104294354,0,33005.96,94.91,0.01569086899491065,0,15.7,1794.28,0.036,18.89,0.179,0
116735,2021-01-04,49,16,0,Asalariado,14.1,109443.28,Android,29.7,1,Venres,24.9,27003,593068.92,67820.67,1,0,0.0,6,28205.29,1604.81,0.1759591273294502,0,12.1,9633.19,0.007,6.0,0.101,2
115749,2021-01-04,36,30,0,Estudante,0.0,659.77,Windows,29.0,0,Domingo,9.2,15004,39021.37,428.83,1,3,0.9581108159095247,1,4585.38,9.55,0.17343402394176494,1,2.9,54.36,0.022,5.64,0.39,3
105704,2021-01-04,30,11,2,Funcionario,3.8,15592.25,MacOS,9.7,0,Domingo,20.5,15008,98644.08,10977.52,0,0,0.0,3,5983.67,227.19,0.17483718916839014,0,9.0,1607.55,0.005,7.07,0.211,1
113197,2021-01-04,32,12,1,Desempregado,0.0,5421.0,Windows,37.1,0,Sábado,0.1,15004,37548.7,904.79,0,2,0.7562813734708307,1,5318.89,22.42,0.04962006639616378,0,0.0,622.26,-0.082,24.0,0.199,0
114279,2021-01-04,32,23,1,Asalariado,5.9,16289.93,Windows,2.7,0,Mércores,16.6,27001,93334.47,5327.6,0,0,0.0,0,2684.38,100.97,0.07437512775513735,1,5.9,1372.77,0.195,13.58,0.142,0
